date;content
19/03/2025;Día de pijamada jajajaja no iba preparado para quedarme jajaja aunque si con intenciones, ya que por eso moví mi moto más lejos, pero que bonito es compartir momentos tan únicos contigo, sabiendo que podemos ser ambos y dejarnos llevar, espero que todo pueda seguir siendo así de feliz contigo, pedí permiso para ir el sábado al babyshower, esperemos que digan que sí, aún sigo con la esperanza de que se pueda dar. 
20/03/2025;Hoy no tengo mucho que destacar, no fuimos al gym como todo día después de que me quedo contigo jajajaja fuimos por un cafecito, aunque esta vez, fue un café frío, por la noche te acompañé a comprar concentrado y terminé regresando justo para exponer, me viste en mi exposición y algo bieeeeeen bonitoooo, es que nos quedamos dormidos en videollamada 🥹🥹 como me gustó hacer eso mi cielo.
21/03/2025;Día de florecitaaas amarillas 🤭 espero te haya gustado mucho el detalle mi niña hermosa, siempre quiero estar para ti en esos momentos, luego fuimos a buscar regalito para el baby shower de mañana, considero un momento bonito porque siempre pensamos a futuro y me está gustando todo eso mi amor, ya pediste la mecedora jajajaja 
22/03/2025;"Y siempre si fuimos al baby shower jajaja que bonito fue poder ir acompañado de ti mi novia hermosaaaa, iba algo nervioso porque era primera vez que iba a manejar carro contigo como mi copiloto, el viaje estuvo alegre porque tuvimos tiempo de platicar, me diste comidita, ahhhhh como me gustó esoooo bebé, amo mucho tu compañiaa, en la noche casiii nos quedabamos juntoos jaja pero no se pudo ;( "
23/03/2025;"Hoy fue un verdadero ""Domingo de Novios"" desde el desayuno hasta la cena, pasamos mucho tiempo juntos y amé todo eso, cada comida, cada caminata, cada risa, cada historia, todooooooo, estar contigo me hace muy feliz y me gusta que sea lo mismo de ti para mi, aunque tus hombros se quemaron mucho;( creo que si es momento de ir buscando algún carrito, para ir más tranquilos amor, y para cerrar el día fue nuestra primera vez, no sé como sucedió, pero contigo todo fluye, amo eso contigo, al menos yo sentí algo especial, tristemente recibiste un regaño por salir conmigo ;( perdooooon "
24/03/2025;Como buen lunes no fuimos al gym jajajaja pero eso no impidió que nos vieramos por la tarde, aunque hubo un tiempo de disgusto, se pudo controlar rápido y luego fuimos a comer tortas jajajaa amo estar contigo, compartir mi tiempo contigo y que podamos crecer juntos, la plática sobre lo que pasó ayer también estuvo presente y sigo pensando que fue un gran momento contigo.
25/03/2025;Hoy fue día dudoso en la tarde jajajaja si me quedaba o no contigo, estuve entre no, por tu condición, pero al final sí jajajaja que bonito se siente hacer eso contigo, dormir contigo es lo mejor. 
26/03/2025;"Casi nos cachaaaaan jajajajaj en la mañanita tu mamá salió al baño y casi nos atrapan en la movida jajaja afortunadamente yo te dije que un rapidín JAJAJ eso ayudó, en mi opinión, por la tarde me enfermé ;( "
27/03/2025;"Sin gym por enfermedad ;( pero que bonito recibir una visita por la tarde-noche 🤭 enserio que estar acostadito en tu pechito y que me hagas piojito es de lo más bonitooooooo, amo mucho tu compañía."
28/03/2025;Seguimos sin gym por enfermedad, pero ya estamos mejor, por la noche tuvimos una noche de chocolatito, platicamos, hubieron abracitos y besitos, en resumen un muy buen día, inició la planeación de nuestra última quedada para el día martes, esperemos que se dé todooo, pero todooo jajajaja 
29/03/2025;"Mañana de trabajo, pero tarde de novioooooos 😍 iniciamos medio mal se podría decir con la frase de ""no tenía ganas de nada"", eso me desanimo porque pensé que estabas sin ánimos, por eso te notaba rara en toda la salida, diría que el estar en el cine, solamente existiendo los dos con cariñitos, nos ayudó bastante, porque sentí que salimos diferentes jaja al menos yo eso creo, más tarde un ratito de plática, molestando un poquito con tu mamá y hablando de dinosaurios con Oliver jajaja"
30/03/2025;"Empezamos el día fuerteee jajajaja yo bien molesto porque no me guardaste mi lugar junto a ti en la iglesia, sino que había otra personaaaa a la par, si quería hablarte, pero no me salía hablarte jaja fue como raro, ya al terminar clases platicamos un poco sobre esto y me gusta que platicando nos podamos entender bastante bien, eso me ayuda mucho, en la noche no hubo visita nocturna ;( "
31/03/2025;"Por más extraño que parezca hoy si fuimos al gym jajajaja en luneeees :o hicimos pechitos ambos, aunque tu ibas con muuuchoooo sueñooo jajajaja estuvo bonito todo el tiempo, no nos vimos más durante el día, pero si hubo llamadita nocturnaaaaa, aunque debo decir que me puse medio celoso jajajajaja porque si escuchaba como te caían muchos mensajes a altas de la noche ;( luego me quedé dormido."
1/04/2025;"Iniciamos el mes con nuestra última quedada ;( que triste pensar en eso, me gustaba bastante, pero si será más complicado quedarnos a dormir ahora que tu papá va a regresar, igual me quedó con los recuerdos bonitos de todo esto."
2/04/2025;Comenzamos el día con nuestro típico cafecito después de quedada, el día transcurrió con normalidad, por la tarde me acompañaste a hacer unas gestiones en Tigo y surgió la idea de quedarme nuevamente jaja así que siempre sí hay nueva quedada, todo estuvo bien bonito hasta que tuvimos un momento de shock, como ¿Qué pasó? :o <br>Creo que hoy si fue nuestra primera vez por lo que pasó, aunque si te soy sincero si me asusté también con eso. 
3/04/2025;"Nuestro día inicia con una cafecito de después de quedada, aunque debo decir que estuviste bien rara durante la mañana, el día no hablamos mucho por como está el internet en tu trabajo, para terminar, llegué a verte después del trabajo y en efecto, sabía que no estabas bien, platicamos y surgió nuevamente el quedarmeeee ;o ya son tres días seguidos, me estoy acostumbrandoooooooo, amoo pasar el tiempo a tu lado y más si es dormir abrazaditooooos, debo decir que tuvimos un momento de plática profundo, enserio que plática tan bonita, me gustó mucho el tiempo y el como nos vemos a futuro, considerando todos los aspectos, amo eso, amo que sea contigo y amo que seas mi <b>COMPAÑERA<b>"
4/04/2025;Como buen día después de quedada jaajaj hoy hubo cafecito, solo que esta vez tocó Burguer King, estuvo rico el pay de queso jajaja luego intentamos conseguir la contraseña del wifi de la empresa jajaja pero no se pudo, aunque ya tengo idea de como conseguir la del gym, lo que si quiero es comprar esa antena wifi para hacer el proceso. 
5/04/2025;"Hoy no nos vimos ;( eso es tristeeeeeeee, pero mañana te toca pasar a la igle, yo sé que lo harás bastante bieeeen, espero que te haya gustado la web y que eso te pueda animar un poco, te amo muchooo. "
6/04/2025;"Pasaste y lo hiciste bastante bieeen mi amorcitooo, yo sabía que podrías, pasé la tarde contigooo, hicimos minerales preparadas, que la verdad no nos salieron taan bien JAJAJAJAJ luego te quedaste dormida un ratito en mi pechito, no me quería ir de ahí ;( pero en fin, luego llovió y como no me respondías para despedirme me fui ;( aunque luego me dijiste que si jajajajja "
7/04/2025;"Iniciamos con día de pechito, dandole con todooo al gym, comienzo mi semana de parciales, terminé rápido lo que hizo que fuera a la reunión general, estuvo muy bien, ya no me dejas aplastar tus lonjitas ;( error mío que me afecte algo así jajaja "
8/04/2025;"Hoy tocó ir a Guate ;( estaba molesto porque realmente fui por gusto, no hice nada diferente a mi rutina diaria en casa, pero en cosas buenas, al salir pasé comprando mi cosito de red, para obtener contraseñas, me tocó esperaaaar, lo peor de todo es que nos ibamos a ver unos minutos antes de mi parcial y por esa espera ya no se pudo ;( hoy toca averiguar como funciona esta cosa. "
9/04/2025;"Vamos con todo al gym, duelen los brazos por intentar un nuevo ejercicio de tricep, que la verdad fue muuuy efectivo, hoy se supone que irías a la granja por mi quesito, pero ya no fuiste, irás hasta mañana ;( lo bueno es que me lo podrás llevar para la quedada 🤭 por la tarde yo solo tuve parciales y tú sigues con el inconveniente de que no te llegan mis notificaciones ;( y en actualizaciones, no funcionó el cosito que compré, solo fue por gusto ;( "
10/04/2025;"Hoy si vas a la granja mi amoooor, espero me traigas mi quesito ajajajajajjaja día aburrido sin ti ;( me faltaaan tus mensajeeeeeeeeeeeeeees, que nervioooos pasé para poder entrar amor jajaja hoy si me vieron y tuve que fingir esperarte en la puerta y luego ir por unas coquitas para subir corriendoooooo, aunque la puerta se cerró demasiado fuerteeee jajajajaja en fiiin, estamos listos para la quedada jajajaaj"
11/04/2025;"Como buen día después de quedada, hoy fuimos a Burguer King, también iniciamos nuestro nuevo mes juntos, amo que pase el tiempo y sigamos juntos, conociendo más el uno del otro, todo tranqui en el día, por la tarde te llevé unas florecitas y donas, luego saliste con tu amigo y regresaste realmente tarde, la verdad si me molesté bastante por eso, aunque me molestó un poco más cuando dijiste: ""Ni mi mamá me dijo algo y tú sí"", pero se siente feo que estés con otro muy tarde afuera y lejos y conmigo tenga que ser corrido todo, sé que no depende de tí, pero que se yo, podrías haberle dicho, regresemos temprano y ya si te preguntaban en tu casa el porque, solo decir que pensaste que era el mismo horario que conmigo o algo así, pero en fin, si me dormí mal, aunque no tanto, porque lo platicaste conmigo después. "
12/04/2025;La mañana diría que no estuvo taan normal, la verdad yo sentía que no me estabas tratando bonito y tú dices que sí, pero no mencionabas ningún apodo bonito, me molesté, te llamé para tratar de hablarlo, pero nadaaa, solo quiero dejar acá que fue la primera vez que me <b>gritaste</b>, pero buenooo, luego fui por tortillas, te vi unos minutos, que considero fueron suficientes para estar mejor, por la tarde fui por camisolaaaaaas, ahora ya tendrás una para próximos partidooos que veamos juntos, luego estuvimos un tiempo juntos por la noche, pasamos y hablamos de sentimientos sobre lo que había sucedido el día de ayer, me fui algo tarde.
13/04/2025;Nuevaaamente pasó lo de mi lugar en la igle, considero que es la última vez que me molestó o le prestó atención a eso, ya lo dejaré en ti, porque no se siente shido, por la tarde unos besitos y un express jajajaja no tuvimos tarde de novios, solo un ratito de noche, pero nos vimos nuevamente 🤭
14/04/2025;"Iniciamos el día en el gym, hubieron molestias y al final enojados jaja aunque digas que no, sabes que sí estabas enojada, pero eso no impidió que tuvieramos nuestra quedada, yo considero que esta vez si fue la última ;( aunque estuvo todo muuy bonito, recostarme en tu pechito se siente muuy bonito y también que tú lo estés en el mío. "
15/04/2025;Como buen día después de quedada, iniciamos con una alarma física JAJJAJAJ y luego por un cafecito, hoy tuvimos sueños de que nos cachaban en la movida jajaja igual me contaste que el viernes posiblemente vayas a la playa con tu amigo, estoy pensando en que si al final no se da, te lo propondré para el sábado, que es el día que estaremos juntos, obvio no te diré nada, si me dicen sí, pues buenísimo y si me dicen no, pero ni modooooo, también fuiste por pestañaaas, terminamos molestos en llamada.
16/04/2025;Por desvelarnos no estaba planeado ir al gym, pero al final si fuimos, aunque tú tenía en mente ir solita, al final si te acompañé, estuve pensando mucho en como acercame y hablar de lo de anoche, al final se pudo y el útlimo ejercicio ya estabamos mucho mejor, lo bonito de todo es poder saber que hablando se solucionan las cosas, en la noche para ir a la iglesia tratamos de combinar, aunque no se pudo al 100% jajajaaja 
17/04/2025;Nuevamente un día juntitos, la mañana estuvimos fresh, ya al medio día estuve un ratito contigo en la tienda, me tocó esconderme un ratito en el baño jajajaja ay no, que cosas estas JAJAJAJ luego a comer mojarrita con tu familia, después hicimos torrejas jajaja quitando el centro a los panes y por último terminamos horneando un pastel con esos centros de pan, no lo pudimos probar, pero veremos y tal vez el sábado lo probamos jajajaja
18/04/2025;"Hoy no tuvimos día juntos, cada quien estuvo por su lado en su viaje, tristemente no los pude acompañar porque ya había quedado de mi lado ;( pero como me hubiera gustado ir contigo, te extrañé un montooooon, terminamos solo hablando por llamadita en la noche."
19/04/2025;Que día taaan bonito, estar casi todo el día contigo es bien bonitoo, amo estar a tu lado, iniciamos nuestro día juntos haciendo un fresco de carambola jaja y luego yo estaba asando la carne, luego de eso solo nos pusimos a ver una serie y terminé arreglando el chorrito del lavamanos jajaja de último vimos Moana 2, perdoooon por ser bien calentón jajaja no sé, me gusta ser libre contigooooo
20/04/2025;"Día dominguito muy tranquilo, fui por tu en la mañana para iniciar nuestro día juntos, fuimos a la igle y luego con los niños, te fui a dejar y estuvimos un buen rato ahí, al final casi nos ""suenan"" a los dos ajajjajaja no hubo tarde de novios ;( pero si de regañada por no comernos el pastel que hicimos, tristementeeeeeeee tampoco pasamos un ratito por la noche, empezó a llover. "
21/04/2025;Comenzamos nuestra mañana con entreno de pechito, y también hicimos un poco de brazo, luego tuvimos un día muy tranquilito, como siempre ambos trabajando, platicando y demás detalles, por la noche, ya inicias nuevamente la U, aunque solo fuiste a la primer clase, que la segunda no era clase JJAAJ
22/04/2025;En nuestro training del día, fue piernita, que por algún motivo nuevamenteeee nos molestamoooos, en la subidita apliqué la de un abrazo largo de más de 20 segundos y empezó a funcionar, terminamos la noche con una quedada, hoy estuvo desde más temprano porque llegué al momento que tú regresaste del trabajo, estuvo muy bonito y wow que cosas las de hoy, nuevamente pasó lo de sangre, estuvimos más tranquilos esta vez, aunque eso nos llevó a bañarnos juntos, que fue bieeeen bonitooooo, después bañaditos, comiditos y a dormir
23/04/2025;Empezamos nuestro día con cafecito en Burguer, ya hemos cambiado el lugar jajajaja platicamos y comimos, luego el día fue normal de trabajo y más trabajo, no nos pudimos ver por la tarde noche 🫠🫠
24/04/2025;Hoy entrenamos hombro y tricep, tremendoooo entreno nos lanzamos jajaja que incluso terminando el training ya había dolor jajaja hay que seguir con esta intensidad, más tarde había intenciones de quedada, pero justo salieron muchas personas y vieron jajaj entonces simulamos que me fui y luego fuimos a ver rápidamente un regalito para el cumpleaños del sábado, pero no había nada, luego subimos y entramos, para la quedada del día, vimos la peli de Maze Runner y también comimos hamburguesitaaaas. 
25/04/2025;"Nuestra mañana inicia con un despertar interesante jajajaja pasaron cositas y si es cierto que no se te olvidaría lo que hice hoy, cuando leas esto deberías de recordarte jajajaja así que veremos, luego fuimos al cafecito y planteamos todo el plan para la escapada del día de mañana, por la nochecita ya no nos vimooooos ;("
26/04/2025;"Comienzaaa la jugadaaa jajaja llego por ti, vas al ""trabajo"", pero que en realidad viniste a mi casa a cambiarte y arreglarte, iniciamos el viaje y pasamos comprando el regalito, estuvo bastante bonito el camino, aunque mencionaste que venías nerviosa jajaja pero ni modo, ya habíamos empezado con eso, posteriormente en la fiesta fuiste fotográfa jajaja y estuvimos (estuve) comiendo bastante, después vimos al Barcelona ganaaaaaar, no lo pude gritar tanto jajaja pero se dioooo jajajajaja al llegar me despediste bien rápido, me dejó con algunas dudas, pero mañana veremos que sucede, luego me fui a jugar fútbol y todo bien. "
27/04/2025;"Mañanita de dominicaaaal, todo muy bonito, aunque no tuvimos mucho tiempo juntos después del servicio ;( luego bajaste rápido de almorzar y me pareció extraño, realmente sabía que algo había pasado por lo que fui contigo, aunque no querías salir, sabes que conmigo puedes llorar todo lo que quieras amor, luego más tarde yo de tonto y mis inseguridades o dudas me hicieron abrir tu laptop, porque me la había traído y quería saber quien era don llamadas, pero de tonto te mentí, realmente me sentí muy mal con eso y luego tú te enojaste, cosa que es totalmente válida, por supuesto que el motivo mío no quita lo que hice, después lo platicamos y considero que la conversión fue fluyendo bien, dormimos y amanecimos en llamada. "
28/04/2025;Fuimos al gym en la mañana, aún seguías molesta conmigo y enserio que lo entiendo, pero me siento mal al saber que estás así, por supuesto sé que es mi culpa y espero realmente puedas perdonarme, platicamos un poquito sentaditos en las gradas de plaza real y soy fiel creyente que las conversaciones ayudan a entendernos mejor, aún no sé que hacer para que te sientas segura conmigo, estoy seguro que lo que te hace dudar o sentirme insegura conmigo cuando estamos fuera es el hecho de que tú dices que veo a otras, yo siento que no es así, pero no sé en que momento surge, espero seguir trabajando en eso para que tú te sientas mejor, realmente quiero ser un mejor hombre para ti mi amor y cuando leas esto quisiera que me respondieras como te estás sintiendo actualmente conmigo bebé, te amoo.
29/04/2025;"Día de pierna fuertecito, la competencia se pone buena y eso es shido jajajaja a que crezcan esas piernaaaaaaas, se armó la última quedada ;( fue más complicada jajaja porque llegué de incógnitooooo, pero se pudooo, te doblé la ropa pensando que sería un buen detalle y terminó siendo que no ;( pero buenoooo, disfrutamos estar juntos y dormir abrazaditoos, amo cuando nos dejamos llevar 😳 no quiero que sea la última vez, pero espero que para cuando leas esto, no haya vuelto a suceder, no porque no quiera, sino porque se nos puede ir de las manos. "
30/04/2025;Comenzamos el día con un cafecito y plática tranqui, me dijiste que si has querido revisar mis chats y realmente quiero que lo hagas, pienso que eso te hará sentir más tranquila y quisiera que lo hicieras, por la tarde fui a decorar un poco la entrada para el regreso de tu papá, fuiste a tu examen parcial y estuve apoyandote desde atrás dandote las respuestas jajaja ojalá que este bien, ahora terminando vas con tu papá, estoy ansioso por saber que me contarás y también nervioso por conocerlo 😳
1/05/2025;"Hoy fue día de descanso, tú estuviste en full convivencia con tu papá y que shidoo, estaba expectante de saber como sería conocerlo y la verdad que estuvo muy tranqui la convivencia, no fue mucha, pero muuy tranqui, al regresar me molesté con lo de ""No puede limpiar"", luego platicamos un poco sobre ese motivo, me diste tu punto de vista sobre el ""yo siempre puedo"" y la verdad es que agradezco mucho tus comentarios mi amor, me ayudan a tenerlo presente, trabajaré en eso, de igual manera cuando leas esto me gustaría que me comentarás si has notado algún cambio, posterior a eso te explique mis motivos, luego comimos un pastelito y me fui, te llamé, hablamos bien un ratito, pero después te lanzaste el comentario de que fuera solo al gym porque no te sentías ""cómoda"", luego solo dijiste que es broma, terminaste diciendo o recordando lo que me habías dicho ""Ya no te voy a molestar"", eso me molesta porque es como que te prohibiera eso, solo te he dicho, hazlo, pero cuando ya sea un límite, detente, porque creéme que si yo hiciera o molestara así, tú te enojas al momento, entonces hay que ver eso, por último para cerrar mi reporte de hoy, a pesar de que ya te había dicho que no se siente shido que mientras estás en llamada conmigo estés hablando con otro a altas horas de la noche, aún así lo haces, pero ya no diré nada, porque a pesar de que expreso mis sentimientos con ciertas acciones no son tomados en cuenta (al menos no lo he visto hasta el momento con estos dos casos)"
2/05/2025;"Por dormir tarde ayer, ya no fuimos al gym, en la mañana tú estuviste bien cortante conmigo, realmente trato de no ponerle sentimiento a esto, pero no puedoooooooooooooooo, hace unas semanas me preguntaste ""¿Cómo puedo hacerte sentir amado, cómo te gusta que te amen?"", esto fue en un reel y en mi respuesta iba el tratarme bonito, pero aún hay momentos en los que no, luego nos vimos en la noche, enserio que todo iba tan bien, platica, molestada tranqui, hasta que me estuviste rechazando por mucho tiempo un beso y me dijiste ""No te lo voy a aceptar"", incluso me moviste la cara y si sintió bien feo, obveo eso duele, entonces no es como que quedará bien, luego en la noche igual, full cortante, trate de llamarte y me dijiste: ""No puedo, ya tengo sueño"", perooooooo me quedé esperando tu mensaje porque estuviste todavía 10 minutos en línea y yo ahí sintiendóme ignorado, es muy feo sentirse así y te lo explico, pero aún así siento que no lo tomas en cuenta a veces (no digo que siempre), pero bueno, creo que voy a tratar de evitar el pedir que me trates bonito, si tú lo quieres hacer en todo momento esta bien, sino, tocará aceptarlo, veamos cuando leas esto que es lo está sucediendo y si hemos cambiado en algo, te amo y te sigo amando demasiado, recuerda <a href=""https://gamboa01.github.io/TeAmo/"">TE AMO</a>"
3/05/2025;"Por la mañana nuevamente sentí que estabas cortante, me mandaste un audio temprano diciendo que todo bien, pero después te quedaste muy cortante, te mandé un mensaje diciendo que ya no quería iniciar nada como pelea o similar y que sería mi última vez pidiendote que me trates bonito, pero al parecer no lo tomaste bien y pasaste toda la mañana sin responderme, por la tarde pudimos vernos un ratito, pero ya no se pudoooo ;( y terminamos hablando en llamadita por la noche, no pude resolver mi programa y aunque ya iba bien avanzado, termine regresando a dos puntos atrás. "
4/05/2025;Nuestro domingo de noviooos, juntos a la igle (se te olvidó que había limpieza a la clase ajjaa) pero al final si estuvimos juntos durante el inicio, por la tarde unos taquitos y convivencia shida, fuimos a suma, pero no sin antes hacer algo :o jajajaja no sé, yo sentía que ya hacía falta, me da miedo molestar con un bebé y todo, porque quien sabe si al final termina siendo ciertooooo, después tuvimos noche de peli, fuimos por pizza y comenzamos a ver Lilo y Stich jajaja aunque ni terminamos de verla por la hora, estuvimos cercaaaaaaa de una media quedada jaaajaj pero los nervios ganaron, por cierto, el día de hoy estabaaas HERMOSAAAAAAAAAAAAAAAAAAAAAAAAAAAAA con esos vestidooooos.
5/05/2025;Hoy si nos ganó el sueño y ya no fuimos al gym, tuvimos un día muy normal de trabajo y así, solo puedo destacar los nervios por el partido del Barcelona de mañana, nos enviamos un par de tiktoks de eso, pero veamos que pasa mañana. 
6/05/2025;"Día de gym dividido, tú pierna y yo hombro, la verdad hoy estuvimos taaaan bieeeen, sin discusión ni nada, luego fuimos a la tienda por tu almuerzo y perdoooooooon, me ganó la emoción, aunque luego fue susto porque ahora me tocaba a mi estar ensuciandóte JAJAJAJ luego por la tarde fue el partido y pasó lo que no quería, perdió el Barcelona ;( naaaah la verdad si lloré, fue triste, tenía tanta ilusión con eso, por la noche nos vimos porque se supone iría a jugar y al final ya no jajajaja pero si me acompañaste un rato y consolando un poquito, mañana jugaré al parecer, estoy emocionado porque será la primera vez que quizá puedas iiiiir. "
7/05/2025;"Aún se mantiene el sentimiento de derrota de ayer ;( pero bueno, gym con día de hombros, la verdad no me sentía tan animado para eso, día normalito hasta que llegó la noche, nos vimos antes de las 9:00 y si hay partidoooooo, primera vez que estarás presente, graciaaas por la bebida y la notita mi amoooor😘🥹 aunque solo fue un ratito me alegró mucho que fuera, aunque no estuve taaan bieen ;( esperemos haya partido la próxima semana y repitamos, aunque yo en mejor condición. "
8/05/2025;"Hoy tocó entreno de espaldita, aún no sigo tan animado por la derrota ;( pero acá estamooos, fue día tranqui, en la noche me mentiste 3 veces ;( pero bueno, luego fuimos a comprar un top, me gustó poder ser el de las opiniones en esta ocasión 🤭 y espero te haya gustado bebé, luego platicamos sobre la escapada mayor y comenzamos con los planes, te amooooo, espero se pueda dar. "
9/05/2025;"El día inicio de la manera más tranqui, fuimos al gym, hicimos piernita, estuvimos revisando y probando el programa de cierre de GRN´s, aún no funcionaaaaaaaaaaaaa jajajaja pero ahí, esperemos que se logré, por la tarde ya no nos vimos ;( pero luego surgió la idea de vernos aunque sea unos minutos, la verdad yo sentía que tú no querías que fuera contigo a Andaria, que es donde estabas, pero aún así fuiii, a lo lejos te vi con alguien, aunque tú me dijiste que venías sola, ya después me explicaste, pero tú te molestaste por eso que pensé, cuando leas esto, solamente quiero que sepas como me siento yo, cuando tú me dices que no me crees, lo mismo que sentiste tú ahorita, lo siento yo, pero en fin terminamos molestos, se supone quedamos ""bien"", pero después por mensaje y llamada, todo muuuy distinto. "
10/05/2025;Que día más feo, no hablamos casi nada en el día, tú toda cortante y cuando te pido que lo hagas lo tomas que te estuviera obligando, no se siente shido tener que estar pidiendo o rogando por algo, terminó el día tranquilo, hablamos un poco por llamada en la noche, me caigo mal que terminó llorando por cosas así, realmente quiero ser más frío, pero simplemente no puedo.
11/05/2025;Iniciamos el día en la igle, la verdad un poco distantes, pero poco a poco fue cambiando, hoy jugó el Barcelona y ganó, al terminar dominical, como amé que vinieras corriendo a darme un abracito, porque ya no había nadie en la claseeeeeeeeeeee, luego comimos pepián y se supone haríamos un chocolate por la tarde jajaja pero ya no se pudo, lo bueno es que sí se pudo por la noche, quedó muy rico el chocolate, terminamos de ver Stitch1 y comenzamos con Stitch2, pero por la hora ya era momento de irmeeee, aunque yo andaba medio onfire que empecé a provocarte jajajaaj terminamos haciendo eso, pero ese segundo no me dejó retirarmeee a tiempooooooooooooo, tengo nervioooooos, hoy no estoy al 100% seguro de haberlo retirado a tiempooooooo, esperemos que no suceda eso.
12/05/2025;Por puro sueño ya no fuimos al gym hoy, pero todo bien, al medio día me asustaste con que tenías mareos y por nervios compré una pastillita, nos vimos en la tarde en la U, fuimos a comer unas hamburguesitas, hablamos bastante de lo sucedido y como estuvo la vuelta, quedamos en que tendríamos una última veeeez, yo espero que sea el día 30 para disfrutar de todooooooooooo, tomaste la pastilla, esperemos que no tenga ningún efecto secundario mayor, te amo mi vida, espero que lo que hayamos hablado hoy de vivir juntos se nos pueda dar en su momento. 
13/05/2025;"Hoy entreno dividio, tú en pierna y yo en pecho, fue una mañana ocupada, estuve vendiendo la moto de mi hermana, luego estuvimos tranquis durante la mañana, pero llegó la tarde y pum, tenía que arruinarlo enviandóte un vídeo que a mi parecer estaba bonito, porque decía lo que sentía, pero al final tú no me crees, aún me siento mal cuando me dices esto, sigo escribiendo esta frase <i>""Cuando leas esto, me dices como te sientes actualmente conmigo""</i>, pero en fin, te pusiste cortante, como cuando te enojas/molestas, te pedí un favorcito de irme a traer, aunque después nos fuimos de una vez a la U, fuimos a comer, aunque más a jugar jajajajaj partidas de Dominó y de un cosito de empujar discos jaajaja por suerte no nos mojamos, aunque yo casiiiiii, tuve que correr un poco, y luego te quedaste dormida mi amor jaajaja"
14/05/2025;Hoy casiiii no vamos al gym jajaja fuimos unos minutos más tardecito, pero fuimooos, estuvimos haciendo hombro tranqui y surgió el comentario de que el viernes no tenías clase, entonces cambiamos la fecha de la escapada mayor para el día viernes, en mi caso es mejor porque el 30 lo tenía complicado por el permiso en la chamba, por el día todo tranqui, seguimos probando el programa de subir GRN´s, que nunca comprendo que hace mal jajaja luego en la igle tocó participación, entrega de rosas, llevé la camisa que me regalasteeeeee, te amooooooooooooooooooooooooooooo.
15/05/2025;Hoy hicimos ejercicios de espaldaaaa y comenzamos a ver como podíamos comunicarnos mañana, escuchar música y hablar al mismo tiempo durante todo el trayecto, estuve más enfocado en eso jajajaja viendo y descargando apps ajajaj que mejor fuimos a hacer spinning, completamos la rutina y vimos como estaban pesando y midiendo a un vato, por lo que hicimos nuestra cita para el sábado temprano, luego el día transcurrió tranquilamente y comienzaaan los nerviooooos para mañanaaaaaaa, que por cierto, no me dejaste ni una prenda para llevarla en mi mochila jajaja
16/05/2025;Y se llegó el día de la escapada mayoooor, comenzamos con todo el plancitooo, desde el desayunooo, luego un masajitooo y jaccuzi, que la verdad se sintió taaan bieen todo ese tiempo contigoooo, luego a divertirse un rato saltandoo, verte feliz es una de mis mayores alegrías, es lo que quiero siempreeee, poder estar junto a ti y disfrutar de todo, terminé comprando un par de tenis ajjaja la verdad están bien shidoooos, sabes que te amo muchoo, ya no pudimos pasar a comer a San Lucas, pero si terminamos en Dunkin, donde armamos la quedada del día, para completar todo un día juntoooooos, fuaaa el ingreso el día de hoy si estuvo potenteeee, no fue normaaal, pero se logró, vimos una película, aunque no la terminamos de veeer JAJAJAJ 
17/05/2025;"La madrugada estuvo agitadaaaa, que susstoooo el que nos llevamoooooos con ese toque de puertaa, aaahhhhhh, con hora y media de sueño en el cuerpo fuimos al pesaje del gym, donde la verdad esperaba más jajaja aunque solo iba por saber mis medidas, en la mañana los dos con bastanteeee sueñoooo y terminamos el día en la igle, cuidando niños, fuimos por pizza y ya no hubo cenaaaa ;( si quería comidaaaaaa jajajaja estabamos medio molestos, pero aún así ibamos ""bien"", llegué a mi casa directo a dormir y luego me llamaste pensando que me había quedado molesto jaja te amoooo preciosaaaa, gracias por preocuparte en ese momento, ya más calmados lo hablamos, aunque más dormidos que despiertos jajaja"
18/05/2025;"Hoy no hubo día de novios ;( pero si nochecita de novios ajajaj no fuiste a la igle tempranoo mi amoor, muy maaal, luego estuviste un poco cortante conmigo, al menos yo así lo siento, es feo no sé, querer que siempre me hables bonito y cuando no lo haces, sentir que estás molesta o enojada, pero bueno, eso ocasionó que me dijeras un par de cositas, me fui a la igle porque ya era hora, quedamos en que me dirías si puedo llegar después y al final siempre sí se pudo, todo muy bien, platicamos un poco al inicio y terminamos muy bien, luego tomamos cafecito con pan y completamos el día con una posibleeee quedadaaaaaa ajajjaja aunque te dio nervios al final, te amo mucho preciosaaaa, perdoname por ser tan sensible, enserio no sé que me pasa si yo no soy así jajaja pero contigo la sensibilidad está al 100%"
19/05/2025;Hoy como buen lunes no fuimos al gym jajajaja debo decir que todo el día estuvo muuy bonito, platica, enviaditas de reels, publicaciones y  quedó el jueguitooo jajaa por si acaso no lo logras el premio por llegar a los 10K era un par de tenis jajaja veremos si lo logras, luego creo que empiezan a ganarte los nervios del posible embarazo, pasaron cositas no muy agradables en el trato hacia mí, pero buenoooo, mañana haremos la prueba. 
